site,replicate,sample_id,date,phylum,sub_phylum,class,order,family,subfamily,tribe,taxon,taxonomy,itis_code,voltinism,ffg,maturity,nd,count,pct_sampled,rep_num
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Sweltsa,Sweltsa,103273,SV,Predator,Larvae,NA,5,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Plumiperla,Plumiperla,103305,Unclassified,Predator,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Zapada cinctipes,Zapada cinctipes,102594,UV,Shredder-Herbivore,Larvae,NA,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isoperla,Isoperla,102995,UV,Predator,Larvae,NA,8,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,Pteronarcys,Pteronarcys,102471,Unclassified,Omnivore,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Hexatoma,Hexatoma,120094,NA,Predator,Larvae,NA,3,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Limoniidae,NA,NA,Eloeophila,Eloeophila,NA,NA,Predator,Larvae,NA,3,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Stilobezzia,Stilobezzia,127619,NA,Predator,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Ceratopogon,Ceratopogon,127564,NA,Predator,Larvae,NA,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Hemerodromia,Hemerodromia,136327,MV,Predator,Larvae,NA,8,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Larvae,NA,8,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hygrobatidae,NA,NA,Atractides,Atractides,83282,Unclassified,Predator,Adult,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,Sperchon,83006,Unclassified,Predator,Adult,NA,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hydryphantidae,NA,NA,Protzia,Protzia,83170,Unclassified,Predator,Adult,NA,4,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,Lebertia,83034,Unclassified,Predator,Adult,NA,11,7,3
BUL-04,C,BUL-04-C,2025-10-02,Annelida,Clitellata,Oligochaeta,Tubificida,Naididae,NA,NA,Nais,Nais,68946,NA,Collector-Gatherer,None,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Psectrocladius,Psectrocladius,129018,NA,Collector-Gatherer,Larvae,NA,14,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Orthocladius complex,Orthocladius complex,128874A,NA,Collector-Gatherer,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia group,Thienemannimyia group,127917N,NA,Predator,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,Tvetenia,129197,NA,Collector-Gatherer,Larvae,NA,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,Micropsectra,129890,NA,Collector-Gatherer,Larvae,NA,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,Stempellinella,129969,NA,Collector-Filterer,Larvae,NA,2,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,Rheotanytarsus,129952,NA,Collector-Filterer,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,129657,NA,Collector-Gatherer,Larvae,NA,1,7,3
BUL-04,C,BUL-04-C,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,NA,NA,NA,Plecoptera,Plecoptera,102467,Unclassified,NA,Juvenile/Damaged,ND,3,7,3
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerellidae,Ephemerellidae,101232,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,55,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptageniidae,Heptageniidae,100504,Unclassified,Scraper,Juvenile/Damaged,ND,67,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Leptophlebiidae,Leptophlebiidae,101095,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,17,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetidae,Baetidae,100755,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,4,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,NA,NA,Capniidae,Capniidae,102643,Unclassified,Shredder-Herbivore,Juvenile/Damaged,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Perlidae,Perlidae,102914,Unclassified,Predator,Juvenile/Damaged,ND,4,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Chloroperlidae,Chloroperlidae,103202,Unclassified,Predator,Juvenile/Damaged,ND,9,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Elmidae,Elmidae,114093,SV,Collector-Gatherer,Juvenile/Damaged,ND,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila narvae,Rhyacophila narvae,115155,NA,Predator,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,Hydropsyche,115453,UV,Collector-Filterer,Larvae,NA,42,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,Cheumatopsyche,115408,Unclassified,Collector-Filterer,Larvae,NA,8,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Hydroptila,Hydroptila,115641,UV,Piercer-Herbivore,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,Brachycentrus,116906,Unclassified,Omnivore,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Micrasema,Micrasema,116958,Unclassified,Macrophyte-Herbivore,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,Glossosoma,Glossosoma,117159,Unclassified,Scraper,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Lepidostoma,Lepidostoma,116794,UV,Shredder-Herbivore,Larvae,NA,281,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,Ephemerella,101233,UV,Collector-Gatherer,Larvae,NA,6,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella grandis group,Drunella grandis group,101365A,Unclassified,Collector-Gatherer,Larvae,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,Epeorus,100626,Unclassified,Scraper,Larvae,NA,10,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,Rhithrogena,100572,Unclassified,Scraper,Larvae,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Neoleptophlebia,Neoleptophlebia,101095A,NA,Collector-Gatherer,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,Baetis,100800,MV,Collector-Gatherer,Juvenile/Damaged,ND,22,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis rhodani group,Baetis rhodani group,100800B,Unclassified,Collector-Gatherer,Larvae,NA,14,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,Pteronarcella,Pteronarcella,102485,Unclassified,Omnivore,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Pteronarcyidae,NA,NA,Pteronarcys,Pteronarcys,102471,Unclassified,Omnivore,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Claassenia sabulosa,Claassenia sabulosa,102932,SV,Predator,Larvae,NA,5,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Zapada cinctipes,Zapada cinctipes,102594,UV,Shredder-Herbivore,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Skwala,Skwala,103102,UV,Predator,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isoperla,Isoperla,102995,UV,Predator,Larvae,NA,11,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Sweltsa,Sweltsa,103273,SV,Predator,Larvae,NA,20,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Plumiperla,Plumiperla,103305,Unclassified,Predator,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Athericidae,NA,NA,Atherix,Atherix,130929,NA,Predator,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Antocha,Antocha,119656,NA,Collector-Gatherer,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Hexatoma,Hexatoma,120094,NA,Predator,Larvae,NA,4,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Limoniidae,NA,NA,Eloeophila,Eloeophila,NA,NA,Predator,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Dicranota,Dicranota,121027,UV,Predator,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Psychodidae,NA,NA,Pericoma/Telmatoscopus,Pericoma/Telmatoscopus,125351A,NA,Collector-Gatherer,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Hemerodromia,Hemerodromia,136327,MV,Predator,Larvae,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Neoplasta,Neoplasta,136352,NA,Predator,Larvae,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Larvae,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Adult,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hydryphantidae,NA,NA,Protzia,Protzia,83170,Unclassified,Predator,Adult,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,Sperchon,83006,Unclassified,Predator,Adult,NA,30,5,1
BUL-05,A,BUL-05-A,2025-09-28,Annelida,Clitellata,Oligochaeta,Lumbriculida,Lumbriculidae,NA,NA,Lumbriculus,Lumbriculus,68441,NA,Collector-Gatherer,None,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,Lebertia,83034,Unclassified,Predator,Adult,NA,4,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Torrenticolidae,NA,NA,Torrenticola,Torrenticola,83254,Unclassified,Predator,Adult,NA,29,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hygrobatidae,NA,NA,Atractides,Atractides,83282,Unclassified,Predator,Adult,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,Polypedilum,129657,NA,Collector-Gatherer,Larvae,NA,3,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Micropsectra,Micropsectra,129890,NA,Collector-Gatherer,Larvae,NA,2,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia group,Thienemannimyia group,127917N,NA,Predator,Larvae,NA,6,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Sublettea,Sublettea,129975,NA,Collector-Filterer,Larvae,NA,8,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Orthocladius complex,Orthocladius complex,128874A,NA,Collector-Gatherer,Larvae,NA,9,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Tvetenia,Tvetenia,129197,NA,Collector-Gatherer,Larvae,NA,16,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Trichoptera,NA,NA,NA,Trichoptera,Trichoptera,115095,NA,NA,Juvenile/Damaged,ND,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Hexapoda,Insecta,Plecoptera,NA,NA,NA,Plecoptera,Plecoptera,102467,Unclassified,NA,Juvenile/Damaged,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Nemata,NA,NA,NA,NA,NA,NA,Nemata,Nemata,563956,NA,Shredder-Herbivore,None,NA,1,5,1
BUL-05,A,BUL-05-A,2025-09-28,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,Ostracoda,Ostracoda,84195,NA,Collector-Gatherer,None,NA,1,5,1
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsychidae,Hydropsychidae,115398,Unclassified,Collector-Filterer,Juvenile/Damaged,ND,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Heptageniidae,Heptageniidae,100504,Unclassified,Scraper,Juvenile/Damaged,ND,125,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerellidae,Ephemerellidae,101232,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,80,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Leptophlebiidae,Leptophlebiidae,101095,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,41,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetidae,Baetidae,100755,Unclassified,Collector-Gatherer,Juvenile/Damaged,ND,12,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Capniidae,NA,NA,Capniidae,Capniidae,102643,Unclassified,Shredder-Herbivore,Juvenile/Damaged,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Chloroperlidae,Chloroperlidae,103202,Unclassified,Predator,Juvenile/Damaged,ND,4,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Perlodidae,Perlodidae,102994,Unclassified,Predator,Juvenile/Damaged,ND,4,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Empididae,Empididae,135830,UV,Predator,Juvenile/Damaged,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Elmidae,Elmidae,114093,SV,Collector-Gatherer,Juvenile/Damaged,ND,4,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Rhyacophilidae,NA,NA,Rhyacophila arnaudi,Rhyacophila arnaudi,115165,NA,Predator,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Hydropsyche,Hydropsyche,115453,UV,Collector-Filterer,Larvae,NA,104,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,NA,NA,Cheumatopsyche,Cheumatopsyche,115408,Unclassified,Collector-Filterer,Larvae,NA,13,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Hydroptila,Hydroptila,115641,UV,Piercer-Herbivore,Larvae,NA,3,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Brachycentrus,Brachycentrus,116906,Unclassified,Omnivore,Larvae,NA,2,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Micrasema,Micrasema,116958,Unclassified,Macrophyte-Herbivore,Larvae,NA,4,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Lepidostomatidae,NA,NA,Lepidostoma,Lepidostoma,116794,UV,Shredder-Herbivore,Larvae,NA,515,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Epeorus,Epeorus,100626,Unclassified,Scraper,Larvae,NA,22,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Rhithrogena,Rhithrogena,100572,Unclassified,Scraper,Larvae,NA,34,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Ephemerella,Ephemerella,101233,UV,Collector-Gatherer,Larvae,NA,31,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Neoleptophlebia,Neoleptophlebia,101095A,NA,Collector-Gatherer,Larvae,NA,7,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella doddsii,Drunella doddsii,698494,UV,Collector-Gatherer,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Drunella grandis group,Drunella grandis group,101365A,Unclassified,Collector-Gatherer,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,Baetis,100800,MV,Collector-Gatherer,Juvenile/Damaged,ND,18,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis rhodani group,Baetis rhodani group,100800B,Unclassified,Collector-Gatherer,Larvae,NA,17,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Diphetor hageni,Diphetor hageni,568598,Unclassified,Collector-Gatherer,Larvae,NA,3,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Doroneuria,Doroneuria,103121,Unclassified,Predator,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,NA,NA,Zapada cinctipes,Zapada cinctipes,102594,UV,Shredder-Herbivore,Larvae,NA,6,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Haploperla,Haploperla,103260,Unclassified,Predator,Larvae,NA,6,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Sweltsa,Sweltsa,103273,SV,Predator,Larvae,NA,16,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isoperla,Isoperla,102995,UV,Predator,Larvae,NA,17,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlodidae,NA,NA,Isogenoides,Isogenoides,103124,Unclassified,Predator,Larvae,NA,2,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Claassenia sabulosa,Claassenia sabulosa,102932,SV,Predator,Larvae,NA,2,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Psychodidae,NA,NA,Pericoma/Telmatoscopus,Pericoma/Telmatoscopus,125351A,NA,Collector-Gatherer,Larvae,NA,5,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Antocha,Antocha,119656,NA,Collector-Gatherer,Larvae,NA,4,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Dicranota,Dicranota,121027,UV,Predator,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Hemerodromia,Hemerodromia,136327,MV,Predator,Larvae,NA,2,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Empididae,NA,NA,Oreogeton,Oreogeton,136377,NA,Predator,Larvae,NA,2,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Mallochohelea,Mallochohelea,127702,NA,Predator,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,Glossosoma,Glossosoma,117159,Unclassified,Scraper,Larvae,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Larvae,NA,13,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Optioservus,Optioservus,114177,SV,Scraper,Adult,NA,3,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Cleptelmis,Cleptelmis,114164,NA,Collector-Gatherer,Adult,NA,1,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Sperchontidae,NA,NA,Sperchon,Sperchon,83006,Unclassified,Predator,Adult,NA,49,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Torrenticolidae,NA,NA,Torrenticola,Torrenticola,83254,Unclassified,Predator,Adult,NA,47,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Lebertiidae,NA,NA,Lebertia,Lebertia,83034,Unclassified,Predator,Adult,NA,8,5,2
BUL-05,B,BUL-05-B,2025-10-02,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hydryphantidae,NA,NA,Protzia,Protzia,83170,Unclassified,Predator,Adult,NA,9,5,2
