ems_id,monitoring_location,date,year,month,parameter,result,unit,method_detection_limit,result_letter
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1993-02-22,1993,2,Residue: Non-filterable (TSS),1,mg/L,NA,<
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1989-05-16,1989,5,Turbidity,4,NTU,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1991-02-25,1991,2,pH,7.2,pH units,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Temperature,5,C,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1985-06-24,1985,6,pH,7.2,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1995-05-01,1995,5,Residue: Non-filterable (TSS),11,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1995-06-09,1995,6,pH,6.88,pH units,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1988-09-12,1988,9,pH,7.7,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1987-10-19,1987,10,pH,7.5,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-05-10,2000,5,Oxygen Dissolved,16.4,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1987-05-25,1987,5,Residue: Non-filterable (TSS),7,mg/L,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1990-03-26,1990,3,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1982-09-28,1982,9,pH,7.16,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1982-05-18,1982,5,pH,6.52,pH units,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-07-25,1984,7,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0400761,GETTY CREEK PE04475 EQUITY SILVER,1982-04-07,1982,4,Specific Conductance,1160,uS/cm,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1982-07-27,1982,7,pH,6.89,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1983-06-14,1983,6,pH,7.51,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1983-07-12,1983,7,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1983-05-17,1983,5,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1994-09-26,1994,9,pH,7.13,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1985-06-24,1985,6,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1993-03-29,1993,3,pH,7.37,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1990-07-09,1990,7,pH,7.5,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1989-10-17,1989,10,pH,6.8,pH units,NA,NA
1100281,MAXAN LAKE; AT N. END,1974-11-24,1974,11,Specific Conductance,39,uS/cm,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Specific Conductance,48,uS/cm,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Temperature,5,C,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Oxygen Dissolved,10,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1994-11-28,1994,11,Residue: Non-filterable (TSS),1,mg/L,NA,<
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-08-13,1985,8,Turbidity,1.3,NTU,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1986-08-18,1986,8,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1986-09-30,1986,9,Residue: Non-filterable (TSS),6,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1994-04-25,1994,4,Residue: Non-filterable (TSS),9,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1995-05-01,1995,5,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1989-04-27,1989,4,Residue: Non-filterable (TSS),20,mg/L,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1989-04-27,1989,4,Residue: Non-filterable (TSS),25,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-06-28,2021,6,Residue: Non-filterable (TSS),4.2,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-07-05,2021,7,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2022-01-18,2022,1,Residue: Non-filterable (TSS),3,mg/L,3,<
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2022-02-28,2022,2,Residue: Non-filterable (TSS),3.1,mg/L,3,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,2022-06-20,2022,6,Residue: Non-filterable (TSS),5.9,mg/L,3,NA
0400767,BUCK CREEK AT KLO BRIDGE SOUTH OF HOUSTON PE04475 EQUITY SILVER,2023-09-06,2023,9,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-10-30,2023,10,Residue: Non-filterable (TSS),10.7,mg/L,3,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2023-07-24,2023,7,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1982-03-24,1982,3,Specific Conductance,170,uS/cm,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1981-08-14,1981,8,pH,7.4,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1982-08-19,1982,8,pH,7.4,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-09-23,1991,9,pH,8.1,pH units,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1985-07-17,1985,7,Specific Conductance,104,uS/cm,NA,NA
0700108,FOXY C UPSTREAM OF BRIDGE,1993-07-26,1993,7,pH,7.3,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1985-08-19,1985,8,Residue: Non-filterable (TSS),159,mg/L,NA,NA
0700164,GOLDCORP EQUITY SILVER MINE (PE04475) PIEZOMETER RH-82-03,1983-12-29,1983,12,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-07-06,1987,7,pH,7.8,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-02-15,1988,2,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1994-03-21,1994,3,Residue: Non-filterable (TSS),1,mg/L,NA,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-04-03,1989,4,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1993-06-21,1993,6,Residue: Non-filterable (TSS),11,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1993-07-05,1993,7,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1994-01-24,1994,1,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-03-30,1987,3,pH,7.5,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1990-02-19,1990,2,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1990-03-12,1990,3,Residue: Non-filterable (TSS),3.3,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1995-06-27,1995,6,pH,7.38,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-07-21,1997,7,pH,6.86,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-05-11,1987,5,pH,7.3,pH units,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1997-01-15,1997,1,Residue: Non-filterable (TSS),1,mg/L,NA,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-01-05,1987,1,Residue: Non-filterable (TSS),1,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-07-24,1997,7,Temperature,17.1,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-07-29,1997,7,pH,6.84,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-02-17,1997,2,Specific Conductance,670,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-04-10,1997,4,Oxygen Dissolved,1.7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-02-27,1997,2,Oxygen Dissolved,1.4,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1990-07-24,1990,7,pH,8.1,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-09-19,1996,9,pH,6.66,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-12-02,1996,12,Specific Conductance,721,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-12-17,1996,12,Oxygen Dissolved,1.7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-26,1996,7,pH,8.07,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-09,1996,7,Specific Conductance,745,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-17,1996,7,Specific Conductance,777,uS/cm,NA,NA
E207067,BUCK CREEK AT SECOND BRIDGE CROSSING,1987-09-22,1987,9,Residue: Non-filterable (TSS),2,mg/L,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1984-09-11,1984,9,pH,7.6,pH units,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1985-06-27,1985,6,pH,8.1,pH units,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1993-05-26,1993,5,pH,7.5,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-02,1997,5,Specific Conductance,787,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-12-02,1996,12,pH,6.91,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-01-21,1998,1,Specific Conductance,1282,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-03-05,1999,3,Oxygen Dissolved,2.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-02-23,1998,2,Specific Conductance,1033,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-02-26,1998,2,Specific Conductance,1057,uS/cm,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1997-11-12,1997,11,Oxygen Dissolved,14.1,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1996-06-12,1996,6,Specific Conductance,89.4,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-03-20,1998,3,Oxygen Dissolved,3.2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-04-03,1998,4,Oxygen Dissolved,5.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-14,1998,5,Temperature,13.8,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-20,1998,5,pH,7.32,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-26,1998,5,pH,7.24,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-11,1998,6,Specific Conductance,939,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-12-29,1998,12,Temperature,3.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-10-22,1998,10,Temperature,7.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-10-09,1998,10,Specific Conductance,847,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-07-30,1998,7,Oxygen Dissolved,5.8,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1998-07-15,1998,7,Oxygen Dissolved,10.2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-04-06,1999,4,pH,6.83,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-07-13,1999,7,pH,7.89,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-07-29,1999,7,Specific Conductance,843,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-02,1999,9,Temperature,15.6,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-18,1999,10,pH,7.24,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-21,1999,10,Oxygen Dissolved,8.2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-14,2000,6,Specific Conductance,871,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-04-25,2000,4,Oxygen Dissolved,10.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-04-19,2000,4,Oxygen Dissolved,4.8,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-09-15,2000,9,pH,7.47,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-10-03,2000,10,Temperature,10.4,C,NA,NA
E228919,MR-8856 KNOCKHOLT LANDFILL WELL BH-2B,2006-11-19,2006,11,pH,6.8,pH units,0.1,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2019-06-17,2019,6,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2019-07-08,2019,7,Residue: Non-filterable (TSS),8.7,mg/L,3,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2019-12-16,2019,12,Residue: Non-filterable (TSS),3,mg/L,3,<
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2021-05-17,2021,5,Residue: Non-filterable (TSS),3,mg/L,3,<
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2020-12-14,2020,12,Residue: Non-filterable (TSS),26.9,mg/L,3,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2022-06-07,2022,6,Residue: Non-filterable (TSS),12.7,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2022-07-11,2022,7,Residue: Non-filterable (TSS),3.3,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2022-09-06,2022,9,Residue: Non-filterable (TSS),3,mg/L,3,<
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2022-11-28,2022,11,Residue: Non-filterable (TSS),3,mg/L,3,<
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2022-01-31,2022,1,Residue: Non-filterable (TSS),24.6,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-08-21,2023,8,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2024-05-21,2024,5,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2023-10-30,2023,10,Residue: Non-filterable (TSS),3.1,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2024-03-11,2024,3,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-06-26,2023,6,Specific Conductance,1400,uS/cm,2,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1983-10-04,1983,10,pH,7.74,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1982-01-18,1982,1,pH,6.66,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1983-04-19,1983,4,Residue: Non-filterable (TSS),5.2,mg/L,NA,NA
0700108,FOXY C UPSTREAM OF BRIDGE,1993-06-27,1993,6,pH,6.8,pH units,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1987-05-27,1987,5,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-04-11,1988,4,pH,7.7,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1985-09-23,1985,9,Residue: Non-filterable (TSS),8,mg/L,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1986-09-30,1986,9,Specific Conductance,143,uS/cm,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-07-13,1987,7,pH,7.8,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-02-24,1988,2,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1993-05-25,1993,5,pH,6.85,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-07-04,1989,7,Residue: Non-filterable (TSS),15,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1993-04-19,1993,4,pH,6.5,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1994-05-24,1994,5,pH,7.21,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1994-06-06,1994,6,Residue: Non-filterable (TSS),7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-08-25,1997,8,pH,6.91,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-02-13,1997,2,Oxygen Dissolved,1.2,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1992-04-28,1992,4,Residue: Non-filterable (TSS),8,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1995-05-08,1995,5,pH,7.26,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-11-20,1996,11,pH,6.71,pH units,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1993-05-17,1993,5,Residue: Non-filterable (TSS),2,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1993-05-31,1993,5,Residue: Non-filterable (TSS),1,mg/L,NA,<
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1993-06-27,1993,6,pH,7.35,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-09-16,1996,9,Oxygen Dissolved,4.7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-09-19,1996,9,Oxygen Dissolved,5,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-09-11,1996,9,pH,6.88,pH units,NA,NA
E207068,MAXAN CREEK AT CONFLUENCE WITH BULKLEY LAKE,1987-09-16,1987,9,Specific Conductance,177,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-07-03,1996,7,Specific Conductance,749,uS/cm,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1981-03-03,1981,3,pH,7.7,pH units,NA,NA
E216153,EQUITY PIEZOMETER RH-82-01 LU CK DIVERSION,1988-10-07,1988,10,pH,8,pH units,NA,NA
E216161,EQUITY PIEZOMETER RH-82-06 #1 DAM SEEPAGE,1984-03-21,1984,3,pH,7.6,pH units,NA,NA
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,1992-02-24,1992,2,pH,7.9,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-06-23,1997,6,Temperature,18.6,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-16,1997,5,Oxygen Dissolved,2.8,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-09,1997,5,Temperature,11.8,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-02,1997,5,pH,7.47,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-22,1997,5,Specific Conductance,876,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-22,1997,5,pH,6.91,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-01-29,1998,1,Temperature,3.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-02-01,1999,2,Temperature,2.1,C,NA,NA
E228923,PR-08856 SEDIMENT POND #1 NEAR TP-4,1997-10-30,1997,10,Residue: Non-filterable (TSS),5,mg/L,NA,<
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-09-05,1997,9,Specific Conductance,1064,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-10-31,1997,10,Temperature,6.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-02-09,1998,2,Temperature,1.8,C,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1996-02-13,1996,2,pH,7.25,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-03-11,1998,3,Temperature,2.6,C,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1998-05-12,1998,5,Specific Conductance,94.9,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-30,1998,6,Specific Conductance,903,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-18,1998,6,Specific Conductance,956,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-07-28,1998,7,pH,7.26,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-09,1998,9,Specific Conductance,851,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-04,1998,9,Oxygen Dissolved,3.8,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-08-10,1998,8,Oxygen Dissolved,4.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-01-28,2000,1,Oxygen Dissolved,2.1,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-01-25,2000,1,Oxygen Dissolved,2.5,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-24,1999,9,Specific Conductance,778,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-12-30,1999,12,Specific Conductance,783,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-12,1999,10,Oxygen Dissolved,9.5,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-03-06,2000,3,Temperature,2.9,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-05,2000,6,Specific Conductance,824,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-04-07,2000,4,Temperature,6.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2001-01-02,2001,1,Specific Conductance,1019,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2001-01-05,2001,1,Specific Conductance,1012,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-08-16,2000,8,Oxygen Dissolved,10.58,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,2000-08-14,2000,8,Oxygen Dissolved,7.7,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,2000-09-13,2000,9,Residue: Non-filterable (TSS),3,mg/L,NA,<
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-12-27,2000,12,Temperature,3.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-12-19,2000,12,Temperature,4,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-12-28,2000,12,Temperature,3,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-09-25,2000,9,Temperature,12.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-10-04,2000,10,Temperature,10.3,C,NA,NA
E238632,RICHFIELD CREEK U/S,2004-08-31,2004,8,Residue: Non-filterable (TSS),4,mg/L,4,<
E294174,WQ E5 (ALLEN CR),2014-07-30,2014,7,Turbidity,0.19,NTU,0.1,NA
