ems_id,monitoring_location,date,year,month,parameter,result,unit,method_detection_limit,result_letter
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1991-05-27,1991,5,pH,7.2,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1993-02-22,1993,2,pH,7.55,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1990-10-29,1990,10,pH,7.4,pH units,NA,NA
1100281,MAXAN LAKE; AT N. END,1974-09-30,1974,9,Specific Conductance,71,uS/cm,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1987-08-17,1987,8,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-05-14,1985,5,Residue: Non-filterable (TSS),57,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1989-08-14,1989,8,Turbidity,1,NTU,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1990-02-19,1990,2,pH,7.2,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1982-08-10,1982,8,Residue: Non-filterable (TSS),10,mg/L,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-07-25,1984,7,Specific Conductance,154,uS/cm,NA,NA
0700164,GOLDCORP EQUITY SILVER MINE (PE04475) PIEZOMETER RH-82-03,1983-05-25,1983,5,Specific Conductance,360,uS/cm,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1984-04-09,1984,4,Specific Conductance,530,uS/cm,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1984-05-08,1984,5,Specific Conductance,244,uS/cm,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1984-05-08,1984,5,pH,7.2,pH units,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1982-06-15,1982,6,pH,7.08,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1982-12-29,1982,12,pH,7.71,pH units,NA,NA
0400760,EQUITY SILVER PE04475 SEEPAGE NO. 1 DAM,1981-03-31,1981,3,pH,7,pH units,NA,NA
0400760,EQUITY SILVER PE04475 SEEPAGE NO. 1 DAM,1981-04-28,1981,4,pH,3.1,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1992-10-26,1992,10,pH,7.4,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1986-02-17,1986,2,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1987-08-23,1987,8,Specific Conductance,145,uS/cm,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1987-08-17,1987,8,pH,7.6,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1990-01-15,1990,1,Residue: Non-filterable (TSS),3.3,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1987-04-20,1987,4,pH,7.1,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1987-09-14,1987,9,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1987-06-15,1987,6,pH,7.5,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1988-11-14,1988,11,pH,7.5,pH units,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1985-04-23,1985,4,Specific Conductance,136,uS/cm,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1993-10-25,1993,10,pH,7.35,pH units,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1996-01-29,1996,1,pH,7.47,pH units,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1992-08-04,1992,8,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1994-08-23,1994,8,Residue: Non-filterable (TSS),4,mg/L,NA,<
0400759,EQUITY SILVER PE04475 TAILINGS POND,1981-12-15,1981,12,pH,8.4,pH units,NA,NA
0400760,EQUITY SILVER PE04475 SEEPAGE NO. 1 DAM,1981-09-10,1981,9,Residue: Non-filterable (TSS),48,mg/L,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1995-10-30,1995,10,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1992-09-28,1992,9,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1987-09-08,1987,9,Turbidity,1,NTU,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1995-04-24,1995,4,pH,6.41,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1993-05-31,1993,5,Residue: Non-filterable (TSS),1,mg/L,NA,<
0400297,BULKLEY RIVER U/S HOUSTON STP,1986-09-04,1986,9,pH,7.8,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1989-09-19,1989,9,pH,7.1,pH units,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Oxygen Dissolved,10.2,mg/L,NA,NA
1100282,MAXAN LAKE; AT CENTER,1975-05-26,1975,5,Oxygen Dissolved,10.3,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1992-08-10,1992,8,Turbidity,0.7,NTU,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1987-05-19,1987,5,pH,7.5,pH units,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1990-06-26,1990,6,Residue: Non-filterable (TSS),7,mg/L,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,1989-11-08,1989,11,pH,7.2,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1988-12-19,1988,12,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1989-08-08,1989,8,pH,8.4,pH units,NA,NA
E285382,GOLDCORP EQUITY MINE (PE-04475) EMERGENCY POND DISCHARGE,2023-06-05,2023,6,Residue: Non-filterable (TSS),3,mg/L,3,<
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2024-04-30,2024,4,Residue: Non-filterable (TSS),39.3,mg/L,3,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2024-09-26,2024,9,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2024-11-26,2024,11,Residue: Non-filterable (TSS),3,mg/L,3,<
0400761,GETTY CREEK PE04475 EQUITY SILVER,1980-10-08,1980,10,pH,7.2,pH units,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1980-08-08,1980,8,pH,7.8,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1981-06-23,1981,6,Residue: Non-filterable (TSS),0.5,mg/L,NA,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1982-08-31,1982,8,Residue: Non-filterable (TSS),6.5,mg/L,NA,NA
0400201,BULKLEY R CONTROL AT HOUSTON EAST BRIDGE,1972-09-11,1972,9,Temperature,14,C,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-04-04,1984,4,Specific Conductance,142,uS/cm,NA,NA
0400296,BULKLEY RIVER DOWSTREAM PE00287 HOUSTON SEWAGE,1984-01-10,1984,1,Specific Conductance,176,uS/cm,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1981-08-14,1981,8,pH,7.7,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1983-07-06,1983,7,Residue: Non-filterable (TSS),13,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1983-09-27,1983,9,Residue: Non-filterable (TSS),5.6,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1974-07-10,1974,7,Temperature,12,C,NA,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,1991-07-29,1991,7,pH,7.4,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-12-09,1991,12,Residue: Non-filterable (TSS),1,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-12-16,1991,12,pH,7.5,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-03-21,1988,3,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-05-09,1988,5,Residue: Non-filterable (TSS),12,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-08-04,1987,8,pH,8,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1996-01-29,1996,1,Residue: Non-filterable (TSS),1,mg/L,NA,<
0700108,FOXY C UPSTREAM OF BRIDGE,1995-09-26,1995,9,Residue: Non-filterable (TSS),1,mg/L,NA,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1988-02-08,1988,2,pH,7.4,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1994-02-14,1994,2,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-04-13,1987,4,pH,7.6,pH units,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1987-10-19,1987,10,Turbidity,1.3,NTU,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-08-19,1997,8,Specific Conductance,1000,uS/cm,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-12-30,1989,12,pH,7.8,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1990-01-08,1990,1,pH,7.8,pH units,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1990-05-14,1990,5,Specific Conductance,198,uS/cm,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1987-03-02,1987,3,Residue: Non-filterable (TSS),4,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-11-08,1989,11,Residue: Non-filterable (TSS),10,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-07-04,1997,7,Specific Conductance,923,uS/cm,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1995-06-02,1995,6,Residue: Non-filterable (TSS),3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-12-09,1996,12,Temperature,2,C,NA,NA
E216160,EQUITY PIEZOMETER RH-82-05 LOWER BESSEMER CK,1992-11-02,1992,11,pH,6.84,pH units,NA,NA
E216153,EQUITY PIEZOMETER RH-82-01 LU CK DIVERSION,1993-05-26,1993,5,pH,8,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-06-11,1997,6,Oxygen Dissolved,4.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-09,1997,5,Oxygen Dissolved,5.1,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-05-05,1997,5,Specific Conductance,812,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-02-01,1999,2,Oxygen Dissolved,2.9,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1998-02-18,1998,2,Oxygen Dissolved,12.2,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,1997-12-15,1997,12,Oxygen Dissolved,13.9,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-10-23,1997,10,Temperature,7.3,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-10-07,1997,10,Oxygen Dissolved,2.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-03-09,1998,3,Specific Conductance,1144,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-11,1998,5,Specific Conductance,1056,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-12-31,1998,12,Oxygen Dissolved,2,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-10-29,1998,10,pH,7.01,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-10-26,1998,10,pH,6.87,pH units,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1998-10-14,1998,10,Residue: Non-filterable (TSS),6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-04-21,1999,4,Temperature,8.3,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-04-09,1999,4,Oxygen Dissolved,3.9,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-11-17,1999,11,pH,7.1,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-09-22,1999,9,Temperature,15.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-12-03,1999,12,Temperature,5.3,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-10-19,1999,10,pH,7.3,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-02-29,2000,2,pH,6.86,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-02-04,2000,2,Oxygen Dissolved,2.1,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-02-08,2000,2,pH,6.8,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-04-07,2000,4,Oxygen Dissolved,3.6,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-10-31,2000,10,Oxygen Dissolved,4.49,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-12-14,2000,12,Oxygen Dissolved,1.47,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-09-20,2000,9,Oxygen Dissolved,5.68,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-11-07,2000,11,pH,7.44,pH units,NA,NA
E278909,OBS WELL 386 - HOUSTON,2012-03-05,2012,3,pH,7.68,pH units,NA,NA
E294171,WQ E2 (PARROT FSR),2013-12-11,2013,12,Residue: Non-filterable (TSS),4,mg/L,4,<
E294172,WQ E3 (GOOSLY N FSR),2015-07-22,2015,7,Residue: Non-filterable (TSS),4,mg/L,4,<
E307186,UBR D/S BULKLEY LAKE,2017-03-08,2017,3,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2018-05-23,2018,5,Residue: Non-filterable (TSS),3.9,mg/L,3,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2018-07-09,2018,7,Residue: Non-filterable (TSS),3,mg/L,3,<
E278909,OBS WELL 386 - HOUSTON,2017-08-16,2017,8,Turbidity,1.57,NTU,0.1,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2019-05-06,2019,5,Residue: Non-filterable (TSS),5.2,mg/L,3,NA
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2019-10-28,2019,10,Residue: Non-filterable (TSS),3,mg/L,3,<
E285382,GOLDCORP EQUITY MINE (PE-04475) EMERGENCY POND DISCHARGE,2020-05-11,2020,5,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-05-17,2021,5,Residue: Non-filterable (TSS),25.1,mg/L,3,NA
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,2020-11-30,2020,11,Residue: Non-filterable (TSS),27.4,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-04-05,2021,4,Residue: Non-filterable (TSS),3.2,mg/L,3,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2021-10-04,2021,10,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2021-07-26,2021,7,Residue: Non-filterable (TSS),3,mg/L,3,<
E285576,GOLDCORP EQUITY SILVER (PE04475) HDS PLANT CLARIFIER OVERFLOW,2021-11-29,2021,11,Residue: Non-filterable (TSS),427,mg/L,3,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2023-02-27,2023,2,Residue: Non-filterable (TSS),3,mg/L,3,<
E216165,GOLDCORP EQUITY MINE (PE04475) TAILINGS POND SUPERNATANT,2023-04-24,2023,4,Residue: Non-filterable (TSS),3,mg/L,3,<
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,2023-04-24,2023,4,Residue: Non-filterable (TSS),4,mg/L,3,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1981-12-17,1981,12,Specific Conductance,240,uS/cm,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1982-05-25,1982,5,Residue: Non-filterable (TSS),3,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-08-12,1991,8,Residue: Non-filterable (TSS),5,mg/L,NA,NA
0700108,FOXY C UPSTREAM OF BRIDGE,1994-05-30,1994,5,pH,7.35,pH units,NA,NA
0700146,GOLDCORP EQUITY MINE (PE04475) SOUTHERN TAIL PIT WATER,1991-09-30,1991,9,pH,7.2,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1992-03-30,1992,3,Residue: Non-filterable (TSS),7,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1985-11-04,1985,11,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1992-07-20,1992,7,pH,9.46,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1992-11-02,1992,11,Residue: Non-filterable (TSS),1,mg/L,NA,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-05-21,1991,5,Residue: Non-filterable (TSS),25,mg/L,NA,NA
0700084,GOOSLY LAKE PE04475 EQUITY SILVER,1986-06-02,1986,6,pH,7.04,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1993-09-07,1993,9,Residue: Non-filterable (TSS),2,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1989-08-21,1989,8,pH,7.3,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1995-01-30,1995,1,pH,7.31,pH units,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1991-02-04,1991,2,pH,7.8,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-04-21,1997,4,Temperature,7.4,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-02-05,1997,2,Temperature,2.4,C,NA,NA
E206292,BULKLEY LAKE AT DEEPEST POINT,1987-09-23,1987,9,Residue: Non-filterable (TSS),13,mg/L,NA,NA
E206601,EQUITY SILVER DIVERSION POND TO BESSEMER CK,1993-12-27,1993,12,Residue: Non-filterable (TSS),5,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-10-29,1996,10,Temperature,5.6,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-09-11,1996,9,Temperature,14.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-11-26,1996,11,Specific Conductance,729,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-08-19,1996,8,Oxygen Dissolved,8.5,mg/L,NA,NA
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,1995-07-31,1995,7,Residue: Non-filterable (TSS),3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-01-21,1997,1,Temperature,2.7,C,NA,NA
E216160,EQUITY PIEZOMETER RH-82-05 LOWER BESSEMER CK,1982-10-24,1982,10,Residue: Non-filterable (TSS),24,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1997-04-16,1997,4,pH,6.92,pH units,NA,NA
E216153,EQUITY PIEZOMETER RH-82-01 LU CK DIVERSION,1982-10-24,1982,10,pH,8.9,pH units,NA,NA
E216154,EQUITY PIEZOMETER RH-82-02 W. SIDE WASTE DUMP,1983-07-20,1983,7,pH,8.1,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1997-06-11,1997,6,Specific Conductance,865,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1996-06-12,1996,6,Residue: Non-filterable (TSS),30,mg/L,NA,NA
0400297,BULKLEY RIVER U/S HOUSTON STP,1997-10-15,1997,10,Specific Conductance,149.9,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-03-27,1998,3,Specific Conductance,1110,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-25,1998,5,Oxygen Dissolved,4.4,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-05-08,1998,5,Specific Conductance,1057,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-06-29,1998,6,pH,8.01,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-07-07,1998,7,Specific Conductance,850,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-23,1998,9,pH,6.8,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-24,1998,9,Oxygen Dissolved,11,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-07-02,1998,7,Oxygen Dissolved,5.3,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-09-03,1998,9,Oxygen Dissolved,3.4,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-08-18,1998,8,Specific Conductance,925,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1998-12-11,1998,12,Temperature,5.1,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-01-25,1999,1,Specific Conductance,1069,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-01-05,1999,1,Temperature,3.3,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-01-20,2000,1,pH,6.83,pH units,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-08-27,1999,8,Temperature,17.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-08-09,1999,8,Temperature,20.5,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,1999-11-04,1999,11,Specific Conductance,796,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-03-08,2000,3,Oxygen Dissolved,2.7,mg/L,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-14,2000,6,Temperature,16.4,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-06-29,2000,6,Specific Conductance,873,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-08-17,2000,8,Temperature,17.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-11-27,2000,11,Temperature,5.2,C,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-09-18,2000,9,Specific Conductance,682,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-11-17,2000,11,Oxygen Dissolved,4.13,mg/L,NA,NA
0400295,BULKLEY R. D/S OF HOUSTON STP OUTFALL,2000-11-15,2000,11,Specific Conductance,110.6,uS/cm,NA,NA
E103798,HOUSTON SEWAGE PE00287 TO BULKLEY RIVER,2000-07-20,2000,7,pH,8.94,pH units,NA,NA
0400764,LOWER FOXY CREEK - DOWNSTREAM OF EQUITY MINESITE,2018-09-24,2018,9,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2020-03-30,2020,3,Residue: Non-filterable (TSS),3,mg/L,3,<
0400765,BUCK CK ABOVE BESSEMER PE04475 EQUITY SILVER,2021-10-04,2021,10,Residue: Non-filterable (TSS),3,mg/L,3,<
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2022-08-31,2022,8,Residue: Non-filterable (TSS),3,mg/L,3,<
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,2023-12-19,2023,12,Residue: Non-filterable (TSS),3,mg/L,3,<
0400763,UPPER FOXY CREEK - UPSTREAM OF EQUITY MINESITE,2024-11-26,2024,11,Residue: Non-filterable (TSS),3,mg/L,3,<
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1982-08-10,1982,8,pH,7.2,pH units,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1982-08-19,1982,8,Temperature,14,C,NA,NA
0400766,BUCK CK AT GOOSLY LK PE04475 EQUITY SILVER,1982-09-21,1982,9,Residue: Non-filterable (TSS),6,mg/L,NA,NA
0700081,BESSEMER CREEK SILT CHECK DAM EQUITY SILVER MINE,1983-07-06,1983,7,pH,7.75,pH units,NA,NA
